RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Reason for exiting company
1219,15730038,Docherty,706,France,Female,23,5,0.0,1,0,0,164128.41,1,Long Response Times
1220,15812272,Ugonna,693,Germany,Male,44,5,124601.58,2,1,1,46998.13,1,High Service Charges/Rate of Interest
1233,15607537,Crawford,587,Germany,Male,46,9,107850.82,1,1,0,139431.0,1,High Service Charges/Rate of Interest
1246,15658052,Cameron,626,France,Female,44,10,81553.93,1,1,0,20063.63,1,Excess Documents Required
1252,15814930,McGregor,588,Germany,Female,40,10,125534.51,1,1,0,121504.18,1,Excess Documents Required
1255,15610383,Dumetolisa,628,France,Female,46,1,46870.43,4,1,0,31272.14,1,Long Response Times
1261,15743532,Ball,704,Germany,Male,27,5,147004.34,1,1,0,64381.33,1,Long Response Times
1266,15662291,Davidson,534,France,Female,55,8,116973.26,3,1,0,122066.5,1,Inexperienced Staff / Bad customer service 
1274,15612064,Tsou,474,France,Male,33,5,0.0,2,1,0,181945.52,1,High Service Charges/Rate of Interest
1277,15690182,Kapustin,635,Germany,Male,37,5,113488.68,1,1,0,95611.74,1,High Service Charges/Rate of Interest
1282,15779182,Chia,790,Spain,Male,46,8,182364.53,1,0,0,139266.48,1,Inexperienced Staff / Bad customer service 
1290,15688880,Amechi,672,Germany,Male,40,10,102980.44,1,1,0,1285.81,1,Inexperienced Staff / Bad customer service 
1304,15683930,Ch'iu,593,Germany,Female,32,9,134096.53,2,1,0,53931.05,1,Excess Documents Required
1306,15800434,Burgess,811,Germany,Male,52,10,76915.4,1,0,0,146359.81,1,Excess Documents Required
1307,15709117,Fanucci,823,Spain,Female,46,3,81576.75,1,1,1,28370.95,1,High Service Charges/Rate of Interest
1313,15596181,Kwemto,542,France,Male,38,8,65942.26,1,1,1,68093.23,1,High Service Charges/Rate of Interest
1315,15644833,Duncan,675,France,Male,54,2,0.0,1,1,0,149583.67,1,High Service Charges/Rate of Interest
1318,15720702,Shih,789,France,Male,37,3,0.0,1,1,0,121883.87,1,Long Response Times
1319,15665077,Vogel,598,France,Female,43,5,0.0,3,1,1,100722.72,1,Excess Documents Required
1324,15629244,Bryant,635,Spain,Male,50,7,159453.64,2,0,0,54560.79,1,Inexperienced Staff / Bad customer service 
1329,15574331,Alexeeva,593,Germany,Female,62,3,118233.81,1,0,1,24765.53,1,Excess Documents Required
1330,15645572,Calabresi,743,France,Female,40,6,0.0,1,1,0,28280.8,1,Excess Documents Required
1336,15576683,Yin,568,Spain,Female,43,9,0.0,1,1,0,125870.79,1,Inexperienced Staff / Bad customer service 
1341,15645511,Chukwudi,727,Spain,Male,43,2,97403.18,1,1,1,107415.02,1,Excess Documents Required
1342,15609824,Fedorov,794,France,Female,41,7,176845.41,3,1,0,166526.26,1,Excess Documents Required
1345,15691104,Kennedy,460,Germany,Female,40,6,119507.58,2,1,0,91560.63,1,High Service Charges/Rate of Interest
1352,15635435,White,648,France,Female,54,9,120633.42,1,0,0,5924.38,1,Excess Documents Required
1353,15596552,Stephens,535,Germany,Male,48,5,134542.73,1,1,1,58203.67,1,Long Response Times
1355,15683403,Lombardi,611,Spain,Male,52,7,0.0,1,0,1,73585.18,1,High Service Charges/Rate of Interest
1366,15689514,Kang,625,France,Male,43,8,201696.07,1,1,0,133020.9,1,Long Response Times
1368,15627232,Jibunoh,608,Germany,Male,44,7,114203.47,1,1,1,77830.36,1,Long Response Times
1370,15722902,Chizuoke,652,Germany,Male,50,8,125437.64,1,1,1,17160.94,1,High Service Charges/Rate of Interest
1374,15771942,Tikhonov,528,Germany,Female,46,9,135555.66,1,1,0,133146.03,1,Inexperienced Staff / Bad customer service 
1377,15587233,Donoghue,457,France,Male,41,8,73700.12,3,1,1,185750.02,1,High Service Charges/Rate of Interest
1382,15714466,Baxter,846,France,Female,41,5,0.0,3,1,0,3440.47,1,High Service Charges/Rate of Interest
1385,15690647,Rogers,582,Spain,Female,46,8,67563.31,1,1,0,44506.09,1,High Service Charges/Rate of Interest
1389,15775295,McIntyre,630,France,Female,40,0,118633.08,1,0,1,60032.46,1,Excess Documents Required
1390,15684196,Aitken,627,France,Female,55,2,159441.27,1,1,0,100686.11,1,Long Response Times
1392,15787835,Simpson,775,Germany,Female,38,4,125212.65,2,1,1,15795.88,1,High Service Charges/Rate of Interest
1397,15748797,Dale,636,Spain,Female,33,0,0.0,1,1,0,92277.47,1,High Service Charges/Rate of Interest
1398,15754796,Byrne,487,Germany,Female,46,4,135070.58,2,1,1,44244.49,1,Inexperienced Staff / Bad customer service 
1399,15628947,Praed,693,France,Female,38,3,0.0,2,0,0,78133.48,1,Excess Documents Required
1405,15797276,Sturt,662,Spain,Female,41,4,90350.77,1,1,0,75884.65,1,Inexperienced Staff / Bad customer service 
1406,15612494,Panicucci,359,France,Female,44,6,128747.69,1,1,0,146955.71,1,Inexperienced Staff / Bad customer service 
1411,15710164,P'eng,523,France,Female,73,7,0.0,2,0,0,130883.9,1,High Service Charges/Rate of Interest
1425,15596671,Endrizzi,603,Spain,Female,42,8,91611.12,1,0,0,144675.3,1,High Service Charges/Rate of Interest
1428,15799966,Chigolum,792,Germany,Female,59,9,101609.77,1,0,0,161479.19,1,Excess Documents Required
1439,15574068,Norman,504,Germany,Male,56,9,104217.3,1,0,0,55857.48,1,Long Response Times
1441,15796334,Chukwualuka,558,Germany,Male,39,10,144757.02,1,1,0,22878.16,1,Inexperienced Staff / Bad customer service 
1444,15598751,Ingram,556,France,Female,43,6,0.0,3,0,0,125154.57,1,Inexperienced Staff / Bad customer service 
1448,15697311,Nebechukwu,697,Spain,Male,56,5,110802.03,1,1,1,50230.31,1,Inexperienced Staff / Bad customer service 
1449,15585367,Diribe,555,Germany,Female,46,4,120392.99,1,1,0,177719.88,1,Long Response Times
1451,15676242,Artemova,632,Spain,Male,31,3,136556.44,1,1,0,82152.83,1,Long Response Times
1453,15774882,Mazzanti,687,France,Female,35,3,99587.43,1,1,1,1713.1,1,Inexperienced Staff / Bad customer service 
1455,15608653,Davison,521,Spain,Female,34,7,70731.07,1,1,1,20243.97,1,High Service Charges/Rate of Interest
1460,15571778,Trentini,817,France,Female,55,10,117561.49,1,1,0,95941.55,1,Long Response Times
1463,15566211,Hsu,616,Germany,Female,41,1,103560.57,1,1,0,236.45,1,Inexperienced Staff / Bad customer service 
1469,15814846,Ozerova,691,France,Male,52,3,0.0,1,1,0,175843.68,1,Inexperienced Staff / Bad customer service 
1470,15670374,Wright,819,Germany,Female,49,1,120656.86,4,0,0,166164.3,1,Long Response Times
1479,15630725,Johnson,649,France,Female,45,5,92786.66,1,1,0,173365.9,1,Long Response Times
1486,15700212,Shih,475,France,Female,46,10,0.0,2,0,0,122953.0,1,Excess Documents Required
1488,15716491,Akabueze,710,Spain,Female,51,4,93656.95,1,0,1,141400.51,1,Inexperienced Staff / Bad customer service 
1489,15625824,Kornilova,596,Spain,Male,30,6,121345.88,4,1,0,41921.75,1,Excess Documents Required
1492,15634891,Jamison,504,Germany,Female,43,7,102365.49,1,1,0,194690.77,1,Long Response Times
1493,15744517,Esposito,735,Spain,Male,50,9,0.0,1,0,0,166677.35,1,Inexperienced Staff / Bad customer service 
1501,15590146,Mao,630,France,Male,50,1,81947.76,1,0,1,63606.22,1,Long Response Times
1504,15762277,Jamieson,710,France,Male,47,5,158623.14,1,0,0,83499.89,1,Long Response Times
1506,15798975,Doherty,606,Germany,Male,48,4,132403.56,1,0,0,36091.91,1,High Service Charges/Rate of Interest
1520,15738267,Macarthur,544,France,Female,64,3,124043.8,1,1,1,111402.97,1,Inexperienced Staff / Bad customer service 
1521,15786800,Gould,723,Germany,Male,52,5,131694.97,1,0,1,92873.5,1,Inexperienced Staff / Bad customer service 
1535,15782736,Jose,573,Germany,Female,47,4,152522.47,1,0,1,164038.07,1,Inexperienced Staff / Bad customer service 
1550,15584364,Trentini,652,France,Male,48,4,59486.31,1,1,0,163944.18,1,Excess Documents Required
1556,15709994,Gallo,658,France,Female,40,7,140596.95,1,0,1,135459.02,1,Excess Documents Required
1558,15706815,Samoylova,515,Germany,Male,37,2,90432.92,1,1,1,188366.04,1,High Service Charges/Rate of Interest
1563,15600991,Artemieva,694,Germany,Male,31,6,109052.59,2,1,1,19448.93,1,Inexperienced Staff / Bad customer service 
1568,15683124,Evans,713,France,Male,53,6,115029.4,1,0,0,191521.32,1,Inexperienced Staff / Bad customer service 
1570,15670823,Hsueh,651,Germany,Female,42,1,116646.76,1,1,0,44731.8,1,Inexperienced Staff / Bad customer service 
1571,15607133,Shih,717,Spain,Female,49,1,110864.38,2,1,1,124532.9,1,High Service Charges/Rate of Interest
1573,15725141,Whiddon,716,France,Female,44,3,109528.28,1,1,0,27341.63,1,Long Response Times
1584,15730394,Crowther,709,France,Female,43,8,0.0,2,0,0,168035.62,1,Inexperienced Staff / Bad customer service 
1599,15647842,Cunningham,601,Germany,Female,48,8,120782.7,1,1,0,63940.68,1,Long Response Times
1603,15751158,Mashman,571,France,Female,42,4,108825.34,3,1,0,55558.51,1,Inexperienced Staff / Bad customer service 
1612,15781553,Chung,760,Germany,Female,49,9,91502.99,1,1,0,117232.9,1,Long Response Times
1613,15649121,Pinto,665,France,Male,52,3,0.0,1,1,0,116137.01,1,Long Response Times
1622,15777797,Kovalyova,689,Spain,Male,38,5,75075.14,1,1,1,8651.92,1,Long Response Times
1627,15588248,Hs?,617,France,Female,28,0,0.0,2,1,1,7597.83,1,Excess Documents Required
1630,15595303,Johnston,736,Germany,Male,46,5,130812.91,1,1,1,77981.54,1,Excess Documents Required
1631,15634950,Obiajulu,657,Germany,Male,57,8,107174.58,1,1,1,126369.55,1,Long Response Times
1632,15685372,Azubuike,350,Spain,Male,54,1,152677.48,1,1,1,191973.49,1,High Service Charges/Rate of Interest
1647,15651533,Brown,570,Germany,Female,50,5,129293.74,1,1,0,177805.44,1,Excess Documents Required
1652,15585067,Wilson,634,Spain,Male,31,9,108632.48,1,1,1,179485.96,1,Excess Documents Required
1654,15633233,McFarland,500,France,Male,56,1,100374.58,1,1,0,118490.8,1,Excess Documents Required
1658,15752342,Bradley,704,Germany,Female,54,6,133656.91,3,1,0,145071.33,1,Excess Documents Required
1664,15663441,Golibe,700,Germany,Female,40,4,148571.07,1,1,0,189826.96,1,Long Response Times
1667,15579706,Curtis,611,France,Female,46,5,0.0,1,1,0,77677.14,1,High Service Charges/Rate of Interest
1671,15716994,Green,559,Spain,Male,24,3,114739.92,1,1,0,85891.02,1,Long Response Times
1675,15675896,Gough,680,Germany,Female,42,7,105722.69,1,1,1,90558.24,1,Excess Documents Required
1677,15658057,Padovesi,812,Spain,Female,44,8,0.0,3,1,0,66926.83,1,Excess Documents Required
1686,15713826,Ferguson,613,Germany,Female,20,0,117356.19,1,0,0,113557.7,1,High Service Charges/Rate of Interest
1690,15700854,Cunningham,595,Spain,Male,35,8,0.0,1,1,0,100015.79,1,Long Response Times
1702,15605279,Francis,792,France,Male,50,9,0.0,4,1,1,194700.81,1,High Service Charges/Rate of Interest
1718,15684269,Gray,707,Spain,Female,35,3,56674.48,1,1,0,17987.4,1,Inexperienced Staff / Bad customer service 
1743,15578603,Alexeieva,584,Germany,Female,54,1,77354.37,1,0,0,138192.98,1,Inexperienced Staff / Bad customer service 
1747,15765694,Bage,584,Spain,Female,59,1,0.0,1,0,1,130260.11,1,Inexperienced Staff / Bad customer service 
1749,15568963,Naquin,674,Germany,Male,34,2,152797.9,1,1,0,175709.4,1,High Service Charges/Rate of Interest
1750,15703820,Endrizzi,552,France,Male,42,9,133701.07,2,1,0,101069.71,1,Inexperienced Staff / Bad customer service 
1756,15778410,Clarke,533,Spain,Female,52,7,0.0,1,0,1,194113.99,1,Excess Documents Required
1758,15704763,Kozlova,523,Germany,Female,39,1,143903.11,1,1,1,118711.75,1,High Service Charges/Rate of Interest
1761,15701121,Holt,521,France,Male,38,5,110641.18,1,0,1,136507.69,1,Inexperienced Staff / Bad customer service 
1762,15796313,Olsen,662,France,Female,36,4,166909.2,2,1,0,138871.12,1,Long Response Times
1771,15689980,Willis,725,Spain,Female,36,4,118520.26,1,0,0,131173.9,1,Excess Documents Required
1783,15642002,Hayward,554,France,Female,35,6,117707.18,2,0,0,95277.15,1,High Service Charges/Rate of Interest
1787,15603846,Fang,711,Spain,Male,37,2,0.0,2,1,0,83978.86,1,High Service Charges/Rate of Interest
1788,15753549,Dubinina,669,France,Male,25,1,157848.53,1,0,0,37543.93,1,High Service Charges/Rate of Interest
1798,15764170,Pinto,647,Germany,Male,44,4,93960.35,1,1,0,36579.53,1,High Service Charges/Rate of Interest
1799,15610446,Chinedum,714,France,Female,51,4,88308.87,3,0,0,5862.53,1,High Service Charges/Rate of Interest
1808,15605037,Ting,818,France,Female,49,2,0.0,1,0,1,192298.84,1,Inexperienced Staff / Bad customer service 
1824,15711219,Jennings,788,Germany,Female,57,8,93716.72,1,1,1,180150.49,1,High Service Charges/Rate of Interest
1826,15678727,Tan,770,Germany,Male,45,4,110765.68,1,1,0,26163.74,1,Inexperienced Staff / Bad customer service 
1828,15740104,Tuan,425,Spain,Female,22,7,169649.73,2,0,1,136365.0,1,Long Response Times
1830,15605275,Ofodile,725,Germany,Male,45,8,116917.07,1,0,0,173464.43,1,High Service Charges/Rate of Interest
1834,15804394,Brenan,663,Germany,Male,32,8,130627.66,1,1,0,47161.25,1,Excess Documents Required
1838,15619343,Mahmood,561,France,Male,56,7,152759.0,2,1,0,133167.11,1,Excess Documents Required
1839,15758813,Campbell,350,Germany,Male,39,0,109733.2,2,0,0,123602.11,1,Excess Documents Required
1846,15589076,Henry,737,France,Male,36,9,0.0,1,0,1,188670.9,1,Inexperienced Staff / Bad customer service 
1848,15758845,Rocher,590,Spain,Female,37,0,64345.21,1,0,1,61759.33,1,Excess Documents Required
1855,15711455,Kuo,740,Germany,Female,36,4,109044.6,1,0,0,94554.74,1,High Service Charges/Rate of Interest
1856,15570601,Cheng,785,France,Female,47,9,122031.55,1,1,1,33823.5,1,Inexperienced Staff / Bad customer service 
1857,15690925,McIntosh,527,Spain,Female,29,2,27755.97,1,1,0,97468.44,1,Inexperienced Staff / Bad customer service 
1863,15726494,Romani,481,France,Male,44,9,175303.06,1,1,0,65500.53,1,High Service Charges/Rate of Interest
1877,15664754,Steele,640,Germany,Male,39,9,131607.28,4,0,1,6981.43,1,Excess Documents Required
1878,15643630,Quaife,770,Spain,Male,55,9,63127.41,2,1,0,185211.28,1,High Service Charges/Rate of Interest
1899,15629078,Matthias,850,Germany,Female,45,5,127258.79,1,1,1,192744.23,1,Long Response Times
1913,15576644,Lin,687,Germany,Female,29,4,78939.15,1,1,0,122134.56,1,Inexperienced Staff / Bad customer service 
1917,15812198,Chen,543,Germany,Male,48,1,100900.5,1,0,0,33310.72,1,Excess Documents Required
1918,15699772,Barclay,428,Germany,Female,40,3,129248.11,2,1,0,72876.43,1,High Service Charges/Rate of Interest
1920,15739858,Otitodilichukwu,618,France,Male,56,7,0.0,1,1,1,142400.27,1,High Service Charges/Rate of Interest
1922,15638355,Woods,658,France,Female,35,5,126397.66,1,0,0,156361.58,1,Long Response Times
1923,15805637,Hsing,625,France,Male,36,9,108546.16,3,1,0,133807.77,1,Excess Documents Required
1924,15629575,Wheare,717,France,Male,36,2,148061.89,1,1,0,179128.69,1,Long Response Times
1929,15716609,L?,484,Germany,Male,54,3,134388.11,1,0,0,49954.79,1,Excess Documents Required
1932,15652693,Greco,573,France,Female,26,4,129109.02,1,0,0,149814.68,1,Excess Documents Required
1941,15659651,Ross,531,Germany,Female,31,7,117052.82,1,1,0,118508.09,1,High Service Charges/Rate of Interest
1946,15607347,Olisaemeka,734,France,Male,22,5,130056.23,1,0,0,121894.31,1,Inexperienced Staff / Bad customer service 
1951,15615456,Aleksandrova,680,France,Female,37,10,123806.28,1,1,0,81776.84,1,Excess Documents Required
1952,15589793,Onwuamaeze,604,France,Male,53,8,144453.75,1,1,0,190998.96,1,Inexperienced Staff / Bad customer service 
1956,15779176,Dike,565,Germany,Female,58,3,108888.24,3,0,1,135875.51,1,Long Response Times
1957,15605286,Moyes,565,France,Male,55,4,118803.35,2,1,1,128124.7,1,Inexperienced Staff / Bad customer service 
1958,15674922,Beavers,710,France,Male,54,6,171137.62,1,1,1,167023.95,1,High Service Charges/Rate of Interest
1963,15692416,Aikenhead,358,Spain,Female,52,8,143542.36,3,1,0,141959.11,1,High Service Charges/Rate of Interest
1965,15738318,Kung,800,France,Female,40,5,97764.41,1,1,0,98640.15,1,Excess Documents Required
1966,15772243,MacDonald,612,France,Female,33,9,0.0,1,0,0,142797.5,1,Excess Documents Required
1978,15585901,Johnson,717,Spain,Male,35,1,0.0,3,0,0,174770.14,1,Excess Documents Required
1986,15627876,Pavlova,719,Spain,Female,47,9,116393.59,1,1,0,63051.32,1,High Service Charges/Rate of Interest
1988,15758606,Yamamoto,738,France,Male,54,4,0.0,1,0,1,55725.04,1,Inexperienced Staff / Bad customer service 
1989,15657107,Angelo,563,Spain,Female,46,8,106171.68,1,1,0,163145.5,1,Excess Documents Required
1994,15787189,Tai,824,Germany,Male,60,8,134250.17,3,0,0,153046.16,1,High Service Charges/Rate of Interest
1995,15666055,Rowe,705,France,Female,49,7,0.0,1,1,0,63405.2,1,High Service Charges/Rate of Interest
1997,15755678,Kovalyov,534,France,Male,62,2,0.0,2,0,0,42763.12,1,Inexperienced Staff / Bad customer service 
2006,15725835,West,785,Germany,Female,32,3,124493.03,2,0,1,52583.79,1,Excess Documents Required
2008,15727384,Chukwuemeka,705,Germany,Female,43,10,146547.78,1,0,1,10072.55,1,Long Response Times
2010,15732917,Li,729,Germany,Male,46,5,117837.43,1,1,0,104016.61,1,Excess Documents Required
2025,15633043,Fedorova,545,Spain,Female,39,6,0.0,1,0,0,38410.74,1,Excess Documents Required
2028,15606613,Samson,655,France,Female,59,7,0.0,1,1,0,88958.49,1,High Service Charges/Rate of Interest
2033,15658716,Banks,667,Germany,Female,37,5,92171.35,3,1,0,178106.34,1,Long Response Times
2038,15678146,Wong,668,Spain,Female,24,7,173962.32,1,0,0,106457.11,1,Excess Documents Required
2039,15710743,Onwuamaeze,621,France,Male,47,0,0.0,1,1,1,133831.37,1,Inexperienced Staff / Bad customer service 
2050,15723008,Lo Duca,720,France,Female,45,1,102882.4,2,1,1,35633.15,1,Long Response Times
2051,15797160,Glover,492,France,Female,49,8,0.0,1,1,1,182865.09,1,Excess Documents Required
2054,15610686,Melton,850,France,Male,63,8,169832.57,1,0,0,184107.26,1,Excess Documents Required
2057,15577078,Zakharov,539,Spain,Male,38,6,0.0,1,1,1,152880.07,1,Long Response Times
2064,15571305,Stephenson,588,Germany,Female,35,1,103060.63,1,1,0,179866.01,1,Long Response Times
2069,15629338,Collingridge de Tourcey,658,Spain,Female,31,2,36566.96,1,1,0,103644.98,1,Long Response Times
2071,15750684,Jibunoh,719,France,Female,42,4,0.0,1,1,0,28465.86,1,Long Response Times
2075,15805303,Olisanugo,661,Germany,Male,44,1,141136.62,1,1,0,189742.78,1,Inexperienced Staff / Bad customer service 
2077,15780254,Gartrell,654,France,Male,40,6,0.0,1,0,0,183872.88,1,Excess Documents Required
2079,15815626,Oluchi,640,France,Male,63,2,68432.45,2,1,1,112503.24,1,Excess Documents Required
2081,15813412,Barlow,721,France,Female,55,3,44020.89,1,1,0,65864.4,1,Excess Documents Required
2085,15668669,Benson,423,France,Female,36,5,97665.61,1,1,0,118372.55,1,Long Response Times
2088,15687658,Burgin,716,France,Female,52,7,65971.61,2,1,0,14608.0,1,Long Response Times
2093,15757408,Lo,655,Spain,Male,38,3,250898.09,3,0,1,81054.0,1,Long Response Times
2099,15769216,Panicucci,601,France,Female,43,2,0.0,1,1,0,49713.87,1,Long Response Times
2107,15659931,Ibezimako,637,Germany,Female,55,1,123378.2,1,1,0,81431.99,1,Long Response Times
